iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
225,2,2,0,0,567,-0.044857,0.089724,0.666334,0.0064,0.000000,,
226,2,1,1,0,,,,,,,,
227,2,0,2,0,,,,,,,,
228,2,2,0,0,402,-0.005579,0.098505,0.665067,0.0000,0.000000,,
229,2,2,0,0,,,,,,,,
230,2,0,2,0,,,,,,,0.8500,20
231,2,1,1,0,385,-0.005984,0.098642,0.716507,0.0123,0.000000,,
232,2,2,0,0,,,,,,,,
233,2,2,0,0,,,,,,,,
234,2,0,2,0,551,0.002396,0.048832,0.706795,0.0209,0.000000,,
235,2,2,0,0,,,,,,,,
236,2,2,0,0,,,,,,,,
237,2,1,1,0,450,-0.003627,0.086103,0.756333,0.0017,0.000000,,
238,2,2,0,0,,,,,,,,
239,2,1,1,0,,,,,,,,
240,2,1,1,0,579,0.019239,0.087602,0.661664,0.0030,0.000000,0.9000,20
241,2,2,0,0,,,,,,,,
242,2,2,0,0,,,,,,,,
243,2,2,0,0,411,-0.020029,0.044605,0.744714,0.0000,0.000000,,
244,2,2,0,0,,,,,,,,
245,2,1,1,0,,,,,,,,
246,2,1,1,0,462,-0.002888,0.074344,0.686913,0.0024,0.000000,,
247,2,1,1,0,,,,,,,,
248,2,1,1,0,,,,,,,,
249,2,1,1,0,543,-0.025324,0.106699,0.704217,0.0132,0.000000,,
250,2,1,1,0,,,,,,,0.9500,20
251,2,1,1,0,,,,,,,,
252,2,0,2,0,324,-0.006374,0.149055,0.728007,0.0000,0.000000,,
253,2,2,0,0,,,,,,,,
254,2,1,1,0,,,,,,,,
255,2,1,1,0,495,-0.005414,0.071355,0.736656,0.0055,0.000000,,
256,2,1,1,0,,,,,,,,
257,2,0,2,0,,,,,,,,
258,2,2,0,0,399,0.013087,0.093550,0.723049,0.0007,0.000000,,
259,2,1,1,0,,,,,,,,
260,2,1,1,0,,,,,,,1.0000,20
261,2,1,1,0,312,-0.003266,0.102995,0.731009,0.0188,0.000000,,
262,2,2,0,0,,,,,,,,
263,2,1,1,0,,,,,,,,
264,2,2,0,0,461,-0.000925,0.038932,0.762621,0.0000,0.000000,,
265,2,2,0,0,,,,,,,,
266,2,1,1,0,,,,,,,,
267,2,1,1,0,488,0.000794,0.095214,0.742655,0.0007,0.000000,,
268,2,1,1,0,,,,,,,,
269,2,1,1,0,,,,,,,,
270,2,1,1,0,506,-0.000608,0.084295,0.667489,0.0060,0.000000,0.9000,20
271,2,2,0,0,,,,,,,,
272,2,2,0,0,,,,,,,,
273,2,1,1,0,544,0.057243,0.088994,0.650943,0.0182,0.000000,,
274,2,1,1,0,,,,,,,,
275,2,2,0,0,,,,,,,,
276,2,2,0,0,392,-0.003599,0.130978,0.713665,0.0019,0.000000,,
277,2,2,0,0,,,,,,,,
278,2,2,0,0,,,,,,,,
279,2,1,1,0,399,0.000888,0.047502,0.697332,0.0049,0.000000,,
280,2,2,0,0,,,,,,,0.7500,20
281,2,1,1,0,,,,,,,,
282,2,2,0,0,429,0.003235,0.051902,0.715901,0.0077,0.000000,,
283,2,0,2,0,,,,,,,,
284,2,1,1,0,,,,,,,,
285,2,0,2,0,424,-0.000345,0.163667,0.650599,0.0000,0.000000,,
286,2,1,1,0,,,,,,,,
287,2,0,2,0,,,,,,,,
288,2,2,0,0,527,-0.029316,0.064246,0.709963,0.0091,0.000000,,
289,2,1,1,0,,,,,,,,
290,2,2,0,0,,,,,,,0.8500,20
291,2,1,1,0,452,0.000828,0.089826,0.678543,0.0064,0.000000,,
292,2,2,0,0,,,,,,,,
293,2,0,2,0,,,,,,,,
294,2,1,1,0,404,0.001560,0.071715,0.706801,0.0007,0.000000,,
295,2,2,0,0,,,,,,,,
296,2,1,1,0,,,,,,,,
297,2,2,0,0,475,0.000641,0.071787,0.663365,0.0000,0.000000,,
298,2,1,1,0,,,,,,,,
299,2,1,1,0,,,,,,,,
300,2,2,0,0,434,-0.000199,0.084473,0.655581,0.0082,0.000000,0.8000,20
301,2,2,0,0,,,,,,,,
302,2,2,0,0,,,,,,,,
303,2,1,1,0,416,-0.008931,0.058865,0.734334,0.0030,0.000000,,
304,2,2,0,0,,,,,,,,
305,2,1,1,0,,,,,,,,
306,2,2,0,0,373,-0.017673,0.067138,0.727254,0.0139,0.000000,,
307,2,2,0,0,,,,,,,,
308,2,0,2,0,,,,,,,,
309,2,2,0,0,400,-0.013855,0.068926,0.750199,0.0018,0.000000,,
310,2,2,0,0,,,,,,,1.0000,20
311,2,0,2,0,,,,,,,,
312,2,1,1,0,541,-0.011187,0.077751,0.655970,0.0073,0.000000,,
