iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,time_s,eval_win_rate,eval_games,eval_vs_agent_win_rate
928,16,10,6,0,1797,1408,-0.009468,0.128802,0.778231,0.0386,1.60,,,
929,16,8,8,0,1820,1391,-0.008507,0.103443,0.801749,0.0545,1.77,,,
930,16,13,3,0,1793,1385,-0.002439,0.133536,0.861355,0.0649,1.60,1.0000,20,0.7500
931,16,10,6,0,1722,1125,-0.012805,0.135507,0.804149,0.0403,1.53,,,
932,16,10,6,0,1543,1262,-0.005007,0.179921,0.776644,0.0366,1.44,,,
933,16,8,8,0,1622,1164,-0.002714,0.223830,0.808739,0.0314,1.51,,,
934,16,9,7,0,1633,1132,-0.008834,0.140819,0.798905,0.0544,1.50,,,
935,16,10,6,0,1707,1283,-0.004057,0.152229,0.782092,0.0428,1.64,,,
936,16,10,6,0,1809,1185,-0.005934,0.149803,0.770741,0.0286,1.61,,,
937,16,6,10,0,1749,1412,-0.005599,0.126074,0.810738,0.0324,1.63,,,
938,16,8,8,0,1696,1217,-0.003872,0.215069,0.807129,0.0341,1.59,,,
939,16,7,9,0,1815,1443,-0.003436,0.146201,0.773537,0.0447,1.67,,,
940,16,10,6,0,1549,1126,-0.007437,0.164003,0.805823,0.0521,1.41,1.0000,20,0.9500
941,16,5,11,0,1449,906,-0.015941,0.185013,0.827667,0.0441,1.29,,,
942,16,9,7,0,1844,1299,-0.009890,0.113990,0.804228,0.0412,1.58,,,
943,16,9,7,0,1540,1341,-0.000231,0.139327,0.790885,0.0373,1.48,,,
944,16,10,6,0,1512,952,-0.005337,0.226386,0.803290,0.0235,1.32,,,
945,16,10,6,0,1639,1194,-0.004600,0.130164,0.820255,0.0383,1.53,,,
946,16,7,9,0,1709,1171,-0.007946,0.131778,0.787098,0.0557,1.52,,,
947,16,11,5,0,1252,870,0.006744,0.147770,0.845403,0.0383,1.15,,,
948,16,9,7,0,1262,954,-0.005739,0.208050,0.822696,0.0321,1.13,,,
949,16,8,8,0,1686,1194,-0.007746,0.152943,0.801813,0.0263,1.51,,,
950,16,9,7,0,1473,1096,-0.016383,0.167024,0.821927,0.0439,1.43,1.0000,20,0.8000
951,16,6,10,0,1856,1377,-0.021835,0.139060,0.834815,0.0528,1.66,,,
952,16,6,10,0,1320,976,-0.005135,0.163075,0.822721,0.0354,1.22,,,
953,16,12,4,0,1825,1323,-0.026139,0.139299,0.791681,0.0401,1.64,,,
954,16,8,8,0,1283,922,-0.006773,0.237787,0.836933,0.0180,1.24,,,
955,16,6,10,0,1211,1008,-0.005912,0.189581,0.816767,0.0395,1.16,,,
956,16,9,7,0,1634,1182,-0.009242,0.165076,0.812611,0.0420,1.61,,,
957,16,11,5,0,1537,1107,-0.001628,0.185631,0.763636,0.0244,1.42,,,
958,16,9,7,0,1172,793,-0.000373,0.204273,0.837169,0.0146,1.06,,,
959,16,7,9,0,1504,1141,0.003603,0.151589,0.828011,0.0301,1.36,,,
960,16,7,9,0,1409,1045,-0.035788,0.176040,0.800517,0.0430,1.24,1.0000,20,0.7500
961,16,10,6,0,1269,925,-0.013658,0.166504,0.870536,0.0422,1.15,,,
962,16,8,8,0,1600,1205,-0.003650,0.180220,0.815418,0.0287,1.41,,,
963,16,8,8,0,1390,1126,-0.008079,0.202423,0.820687,0.0318,1.31,,,
964,16,10,6,0,1450,1064,-0.000232,0.139166,0.834973,0.0213,1.39,,,
965,16,6,10,0,1379,913,-0.003108,0.194692,0.839812,0.0391,1.22,,,
966,16,8,8,0,1177,930,-0.007089,0.197642,0.796506,0.0267,1.12,,,
967,16,7,9,0,1578,1318,-0.011434,0.155728,0.835200,0.0404,1.54,,,
968,16,5,11,0,1633,1119,0.006392,0.162971,0.815017,0.0379,1.48,,,
969,16,13,3,0,1258,895,-0.013507,0.220663,0.787457,0.0196,1.10,,,
970,16,7,9,0,1577,1087,-0.013079,0.153173,0.851444,0.0269,1.40,1.0000,20,0.8500
971,16,8,8,0,1378,1000,-0.005389,0.161088,0.774406,0.0309,1.24,,,
972,16,10,6,0,1894,1372,-0.003376,0.137241,0.798825,0.0523,1.69,,,
973,16,8,8,0,1766,1325,-0.007929,0.175072,0.776565,0.0358,1.66,,,
974,16,8,8,0,1443,1042,0.007011,0.177145,0.779565,0.0533,1.35,,,
975,16,7,9,0,1667,1261,-0.004305,0.150386,0.771277,0.0427,1.57,,,
976,16,4,12,0,1637,1196,-0.009965,0.137384,0.771694,0.0395,1.51,,,
977,16,11,5,0,1737,1292,0.021953,0.137648,0.802248,0.0273,1.62,,,
978,16,11,5,0,1542,1119,-0.013871,0.112778,0.820573,0.0321,1.46,,,
979,16,6,10,0,1647,1149,-0.007359,0.135263,0.780455,0.0354,1.43,,,
980,16,9,7,0,1348,1040,-0.006549,0.210105,0.809522,0.0216,1.21,1.0000,20,0.8500
981,16,13,3,0,1661,1125,-0.011127,0.134620,0.862934,0.0422,1.45,,,
982,16,10,6,0,1557,1153,-0.007921,0.164178,0.775372,0.0325,1.41,,,
983,16,9,7,0,1433,1019,-0.004988,0.157903,0.787223,0.0298,1.27,,,
984,16,9,7,0,2063,1442,-0.007769,0.107322,0.814712,0.0343,1.78,,,
985,16,12,4,0,1804,1331,-0.016505,0.125260,0.811838,0.0328,1.58,,,
986,16,13,3,0,1634,1043,-0.019323,0.085176,0.812860,0.0637,1.45,,,
987,16,11,5,0,1599,1209,-0.003751,0.192127,0.868367,0.0293,1.51,,,
988,16,11,5,0,1846,1219,-0.004019,0.200563,0.811865,0.0288,1.66,,,
989,16,10,6,0,1672,1005,-0.005044,0.140134,0.783910,0.0370,1.41,,,
990,16,10,6,0,1679,1178,-0.003835,0.109675,0.817965,0.0451,1.50,1.0000,20,0.8500
991,16,9,7,0,1625,1269,-0.007145,0.123882,0.794587,0.0348,1.58,,,
992,16,10,6,0,1458,1067,-0.019575,0.154829,0.798770,0.0424,1.38,,,
993,16,8,8,0,1553,1217,-0.003004,0.175553,0.784406,0.0343,1.44,,,
994,16,9,7,0,1686,1248,-0.008179,0.142763,0.808755,0.0422,1.46,,,
995,16,8,8,0,1717,1331,-0.000402,0.165856,0.838141,0.0463,1.67,,,
996,16,12,4,0,1569,1121,0.005416,0.158575,0.860925,0.0367,1.40,,,
997,16,5,11,0,1737,1307,-0.011358,0.170791,0.749023,0.0281,1.56,,,
998,16,7,9,0,1882,1513,-0.006905,0.115065,0.814416,0.0383,1.70,,,
999,16,9,7,0,1509,993,-0.010751,0.204838,0.803003,0.0346,1.36,,,
1000,16,6,10,0,1913,1216,-0.005742,0.179036,0.838698,0.0332,1.64,1.0000,20,0.6000
1001,16,10,6,0,1146,903,0.003437,0.229258,0.804138,0.0281,1.27,,,
1002,16,5,11,0,1491,1166,-0.009382,0.161164,0.833066,0.0296,1.42,,,
1003,16,5,11,0,1511,1117,-0.002925,0.172124,0.843863,0.0426,1.35,,,
1004,16,8,8,0,1632,1379,-0.001261,0.161378,0.832688,0.0297,1.61,,,
1005,16,10,6,0,1667,1387,-0.014966,0.138841,0.820105,0.0432,1.54,,,
1006,16,5,11,0,1562,1090,0.029456,0.204194,0.768278,0.0263,1.41,,,
1007,16,9,7,0,1966,1439,-0.007877,0.137946,0.813967,0.0396,1.76,,,
1008,16,6,10,0,1594,1113,-0.010141,0.147501,0.814939,0.0474,1.54,,,
1009,16,10,6,0,2069,1683,-0.011224,0.130825,0.831896,0.0515,1.90,,,
1010,16,9,7,0,1596,1151,-0.011350,0.159387,0.783486,0.0465,1.45,0.9500,20,0.7000
1011,16,9,7,0,1977,1217,-0.009706,0.122872,0.821046,0.0323,1.74,,,
1012,16,7,9,0,1650,1291,-0.011503,0.145397,0.829629,0.0328,1.47,,,
1013,16,10,6,0,1417,1189,-0.008011,0.130893,0.802131,0.0351,1.43,,,
1014,16,7,9,0,1705,1179,-0.004114,0.113505,0.819010,0.0459,1.56,,,
1015,16,11,5,0,1799,1214,-0.003674,0.094370,0.797228,0.0279,1.58,,,
1016,16,8,8,0,1803,1353,-0.004864,0.153764,0.851941,0.0356,1.67,,,
1017,16,15,1,0,1828,1331,-0.006223,0.190418,0.829080,0.0311,1.64,,,
1018,16,7,9,0,1891,1208,-0.004653,0.128824,0.790117,0.0369,1.62,,,
1019,16,10,6,0,1833,1173,-0.002948,0.150397,0.800507,0.0271,1.70,,,
1020,16,10,6,0,1470,768,-0.008769,0.175755,0.795997,0.0356,1.24,1.0000,20,0.7000
1021,16,7,9,0,1587,1028,-0.048851,0.152923,0.843336,0.0516,1.42,,,
1022,16,10,6,0,1427,1069,-0.010754,0.165690,0.772094,0.0475,1.30,,,
1023,16,8,8,0,1933,1350,-0.010578,0.120366,0.768206,0.0300,1.73,,,
1024,16,12,4,0,1581,1035,-0.004826,0.243980,0.787444,0.0233,1.42,,,
1025,16,6,10,0,1559,1295,0.025186,0.158806,0.797889,0.0215,1.46,,,
1026,16,8,8,0,1525,1068,-0.016264,0.164451,0.794998,0.0250,1.35,,,
1027,16,13,3,0,1551,1121,-0.014258,0.111021,0.775692,0.0262,1.43,,,
1028,16,9,7,0,1626,1306,0.001229,0.139099,0.765850,0.0331,1.51,,,
1029,16,9,7,0,1806,1367,0.002887,0.170946,0.762731,0.0367,1.66,,,
1030,16,9,7,0,1410,840,0.003973,0.144765,0.799876,0.0229,1.24,0.9500,20,0.5000
1031,16,10,6,0,1684,1317,0.000926,0.147826,0.795080,0.0625,1.62,,,
1032,16,8,8,0,1740,1264,-0.004542,0.190116,0.777674,0.0387,1.55,,,
1033,16,11,5,0,1574,1265,-0.004791,0.141860,0.791413,0.0234,1.55,,,
1034,16,10,6,0,1294,764,-0.003439,0.181896,0.845391,0.0096,1.13,,,
1035,16,7,9,0,1605,1171,0.000697,0.143582,0.791601,0.0367,1.42,,,
1036,16,10,6,0,1432,927,-0.003806,0.198055,0.786835,0.0209,1.20,,,
1037,16,9,7,0,1818,1208,-0.006032,0.189821,0.768231,0.0195,1.60,,,
1038,16,5,11,0,1635,942,-0.013097,0.161305,0.775096,0.0304,1.40,,,
1039,16,12,4,0,1178,990,-0.004144,0.228300,0.814580,0.0259,1.13,,,
1040,16,7,9,0,1458,931,-0.009556,0.138721,0.770759,0.0309,1.24,1.0000,20,0.7000
1041,16,10,6,0,1673,1167,-0.008972,0.150664,0.814011,0.0283,1.48,,,
1042,16,9,7,0,2164,1605,-0.012561,0.097800,0.798702,0.0428,1.92,,,
1043,16,6,10,0,1800,1234,-0.006326,0.123136,0.818210,0.0390,1.61,,,
1044,16,9,7,0,1794,1123,-0.008013,0.143009,0.830785,0.0400,1.63,,,
1045,16,8,8,0,1855,1274,-0.004343,0.178821,0.830848,0.0291,1.78,,,
1046,16,10,6,0,1388,1145,0.001672,0.166178,0.780602,0.0324,1.28,,,
1047,16,7,9,0,1835,1407,-0.008883,0.156460,0.830218,0.0359,1.59,,,
1048,16,5,11,0,1454,1149,-0.009194,0.147920,0.774846,0.0298,1.29,,,
1049,16,5,11,0,1511,1083,0.009507,0.173245,0.758094,0.0350,1.31,,,
1050,16,9,7,0,1493,1215,-0.005342,0.214780,0.815389,0.0325,1.42,0.9500,20,0.8500
1051,16,4,12,0,1708,1160,0.001420,0.156856,0.802016,0.0593,1.56,,,
1052,16,11,5,0,1582,1270,-0.005486,0.159172,0.803549,0.0245,1.36,,,
1053,16,8,8,0,1558,1062,-0.004202,0.160244,0.795112,0.0249,1.36,,,
1054,16,9,7,0,1767,1324,0.005140,0.125297,0.815091,0.0480,1.53,,,
1055,16,11,5,0,1752,1232,-0.008774,0.124031,0.809503,0.0383,1.62,,,
1056,16,8,8,0,1512,1045,0.001611,0.165978,0.801167,0.0290,1.43,,,
1057,16,9,7,0,1449,918,-0.005396,0.181826,0.805611,0.0303,1.24,,,
1058,16,10,6,0,1248,924,-0.003859,0.252997,0.820259,0.0150,1.14,,,
1059,16,10,6,0,1728,1283,-0.017786,0.206650,0.806534,0.0232,1.53,,,
1060,16,5,11,0,1360,986,-0.004005,0.178462,0.788025,0.0235,1.26,0.9500,20,0.7000
1061,16,9,7,0,1394,1006,-0.005707,0.170336,0.864011,0.0147,1.29,,,
1062,16,7,9,0,1556,1136,-0.007427,0.170677,0.780988,0.0410,1.41,,,
1063,16,6,10,0,1432,1060,-0.017596,0.226890,0.792501,0.0259,1.33,,,
1064,16,10,6,0,1399,1016,-0.005812,0.155017,0.808016,0.0309,1.30,,,
1065,16,10,6,0,1273,953,-0.002733,0.170926,0.790388,0.0272,1.23,,,
1066,16,8,8,0,1607,1133,0.000628,0.130150,0.805755,0.0271,1.47,,,
1067,16,8,8,0,1523,1126,-0.006210,0.128125,0.746684,0.0563,1.41,,,
1068,16,8,8,0,1619,1329,-0.018590,0.227617,0.765711,0.0407,1.59,,,
1069,16,9,7,0,1376,938,-0.009904,0.176560,0.835484,0.0303,1.25,,,
1070,16,11,5,0,1395,991,-0.003804,0.179131,0.776200,0.0187,1.36,0.9000,20,0.7000
1071,16,12,4,0,1401,1054,-0.008201,0.170156,0.793026,0.0345,1.24,,,
1072,16,11,5,0,1734,1298,-0.007945,0.117945,0.776364,0.0412,1.57,,,
1073,16,10,6,0,1499,1054,-0.017120,0.157115,0.836652,0.0330,1.32,,,
1074,16,6,10,0,1494,1294,-0.005958,0.137709,0.797786,0.0490,1.39,,,
1075,16,5,11,0,1700,1092,0.003707,0.183715,0.819053,0.0311,1.47,,,
1076,16,7,9,0,1892,1510,-0.006108,0.122950,0.788650,0.0493,1.82,,,
1077,16,9,7,0,1479,1177,-0.003513,0.180125,0.800875,0.0247,1.37,,,
1078,16,6,10,0,1883,1395,-0.005593,0.128385,0.792170,0.0359,1.75,,,
1079,16,10,6,0,1593,1086,0.000877,0.144793,0.805722,0.0441,1.39,,,
1080,16,8,8,0,1639,1169,-0.005809,0.124926,0.809499,0.0577,1.52,1.0000,20,0.7000
1081,16,9,7,0,1649,1228,-0.005736,0.144957,0.812958,0.0300,1.47,,,
1082,16,8,8,0,1536,1115,-0.015460,0.209590,0.805887,0.0297,1.41,,,
1083,16,8,8,0,1521,1099,0.002734,0.141754,0.796397,0.0323,1.37,,,
1084,16,5,11,0,1759,1284,-0.000070,0.123607,0.820495,0.0597,1.54,,,
1085,16,12,4,0,1549,1176,-0.009637,0.155860,0.850990,0.0456,1.47,,,
1086,16,6,10,0,1704,1199,-0.003769,0.214758,0.822256,0.0138,1.53,,,
1087,16,8,8,0,1316,867,0.002110,0.140184,0.833590,0.0123,1.16,,,
1088,16,11,5,0,1483,1215,-0.007565,0.149690,0.831603,0.0243,1.41,,,
1089,16,10,6,0,1436,1193,-0.001429,0.214420,0.837135,0.0256,1.54,,,
1090,16,12,4,0,1558,1167,0.003331,0.150166,0.786670,0.0267,1.34,1.0000,20,0.7000
1091,16,8,8,0,1489,1180,-0.004738,0.138377,0.842840,0.0290,1.40,,,
1092,16,8,8,0,1230,910,-0.003014,0.201290,0.811272,0.0477,1.15,,,
1093,16,7,9,0,1407,1099,-0.021308,0.183473,0.851380,0.0355,1.34,,,
1094,16,11,5,0,1898,1417,-0.005577,0.143119,0.846230,0.0500,1.78,,,
1095,16,7,9,0,1529,1103,-0.007652,0.160839,0.824769,0.0327,1.38,,,
1096,16,10,6,0,1558,1056,-0.024246,0.193656,0.835580,0.0411,1.41,,,
1097,16,8,8,0,1632,1243,-0.007474,0.153053,0.852762,0.0482,1.52,,,
1098,16,10,6,0,1735,1069,-0.031848,0.111749,0.830620,0.0355,1.63,,,
1099,16,10,6,0,1777,1281,-0.030778,0.144993,0.919321,0.0328,1.60,,,
1100,16,9,7,0,1831,1451,-0.004197,0.161590,0.816471,0.0328,1.73,1.0000,20,0.8000
1101,16,9,7,0,1873,1578,-0.017361,0.143262,0.818543,0.0584,1.77,,,
1102,16,8,8,0,1572,1198,-0.005906,0.166896,0.838972,0.0399,1.40,,,
1103,16,8,8,0,1806,1279,-0.006626,0.135077,0.820217,0.0349,1.56,,,
1104,16,8,8,0,1892,1208,-0.006637,0.145362,0.869653,0.0436,1.69,,,
1105,16,7,9,0,1795,1315,-0.002794,0.154531,0.803801,0.0378,1.59,,,
1106,16,8,8,0,1692,1104,-0.008398,0.164401,0.811843,0.0230,1.54,,,
1107,16,6,10,0,1638,1188,-0.003899,0.148914,0.823511,0.0455,1.48,,,
1108,16,13,3,0,1738,1037,0.005594,0.141787,0.872223,0.0229,1.44,,,
1109,16,10,6,0,1606,1211,-0.003933,0.111623,0.880791,0.0253,1.49,,,
1110,16,10,6,0,1672,1216,-0.004358,0.117778,0.834236,0.0373,1.60,1.0000,20,0.7500
1111,16,6,10,0,1332,987,-0.005229,0.210485,0.793180,0.0320,1.21,,,
1112,16,5,11,0,1680,1387,-0.016532,0.181619,0.828781,0.0287,1.65,,,
1113,16,11,5,0,1862,1415,-0.007000,0.121090,0.860340,0.0518,1.71,,,
1114,16,6,10,0,1713,1357,-0.008010,0.162005,0.867931,0.0463,1.61,,,
1115,16,7,9,0,1423,960,-0.007554,0.165037,0.858021,0.0572,1.26,,,
1116,16,8,8,0,1303,897,-0.006004,0.162650,0.855165,0.0266,1.14,,,
1117,16,9,7,0,1645,1154,0.002526,0.175007,0.854478,0.0382,1.46,,,
1118,16,4,12,0,1503,1229,-0.004107,0.180273,0.844940,0.0447,1.42,,,
1119,16,8,8,0,1608,914,-0.003897,0.195463,0.797669,0.0194,1.35,,,
1120,16,9,7,0,1806,1372,-0.007674,0.144084,0.823725,0.0416,1.72,1.0000,20,0.7500
1121,16,8,8,0,1437,1072,-0.001910,0.155167,0.822130,0.0520,1.40,,,
1122,16,10,6,0,2001,1476,-0.004969,0.104649,0.836072,0.0483,1.80,,,
1123,16,8,8,0,1437,1033,-0.016252,0.163917,0.903887,0.0422,1.37,,,
1124,16,12,4,0,1387,1116,-0.007295,0.154677,0.812245,0.0300,1.26,,,
1125,16,11,5,0,1538,1336,-0.008513,0.167057,0.833709,0.0484,1.43,,,
1126,16,10,6,0,1514,1032,-0.050487,0.218821,0.785488,0.0367,1.43,,,
1127,16,12,4,0,1547,1108,0.000392,0.167642,0.829469,0.0395,1.44,,,
1128,16,10,6,0,1529,1245,-0.005213,0.125868,0.850265,0.0326,1.37,,,
1129,16,10,6,0,1388,1136,-0.003364,0.187229,0.831184,0.0369,1.31,,,
1130,16,12,4,0,1585,1056,-0.023196,0.118560,0.847489,0.0372,1.36,1.0000,20,0.6000
1131,16,15,1,0,1629,1050,-0.018740,0.188263,0.777062,0.0505,1.39,,,
1132,16,8,8,0,1453,1059,0.003876,0.223478,0.837397,0.0292,1.28,,,
1133,16,9,7,0,1367,970,-0.007159,0.174126,0.842340,0.0352,1.21,,,
1134,16,8,8,0,1263,850,-0.013393,0.157170,0.854410,0.0261,1.37,,,
1135,16,11,5,0,1612,1146,-0.009013,0.133005,0.850562,0.0343,1.48,,,
1136,16,7,9,0,1523,1164,-0.005653,0.194202,0.822575,0.0399,1.42,,,
1137,16,13,3,0,1319,1161,-0.010906,0.139532,0.809660,0.0346,1.16,,,
1138,16,10,6,0,1333,1018,-0.004392,0.210129,0.820702,0.0219,1.28,,,
1139,16,5,11,0,1494,1242,-0.006817,0.201584,0.826814,0.0363,1.37,,,
1140,16,11,5,0,1305,988,-0.009300,0.229223,0.781685,0.0293,1.17,0.9500,20,0.7000
1141,16,9,7,0,1376,1074,0.006641,0.199899,0.816920,0.0406,1.25,,,
1142,16,8,8,0,1517,1079,-0.002328,0.177612,0.819812,0.0373,1.37,,,
1143,16,7,9,0,1417,1088,0.004641,0.177696,0.833724,0.0484,1.29,,,
1144,16,9,7,0,1577,950,-0.006405,0.182238,0.822693,0.0343,1.33,,,
1145,16,10,6,0,1576,1329,-0.002175,0.178751,0.853782,0.0365,1.45,,,
1146,16,11,5,0,1317,776,-0.031609,0.186820,0.812564,0.0215,1.12,,,
1147,16,5,11,0,1607,1232,-0.007912,0.158851,0.870039,0.0385,1.49,,,
1148,16,10,6,0,1516,1305,0.006062,0.150980,0.873542,0.0517,1.53,,,
1149,16,8,8,0,1451,952,-0.002359,0.197899,0.855018,0.0217,1.23,,,
1150,16,7,9,0,1468,961,-0.004452,0.153126,0.813095,0.0481,1.27,1.0000,20,0.9000
1151,16,7,9,0,1591,1027,-0.009361,0.160435,0.912742,0.0444,1.39,,,
1152,16,10,6,0,1398,1087,-0.008798,0.127920,0.850130,0.0366,1.25,,,
1153,16,10,6,0,1651,1314,-0.002822,0.123088,0.837196,0.0447,1.52,,,
1154,16,8,8,0,1653,985,-0.006479,0.168566,0.823832,0.0361,1.35,,,
1155,16,9,7,0,1315,994,-0.006847,0.159411,0.907915,0.0392,1.19,,,
1156,16,3,13,0,1600,1122,-0.023699,0.181542,0.816562,0.0553,1.39,,,
1157,16,8,8,0,1650,1315,0.001083,0.176848,0.884339,0.0507,1.59,,,
1158,16,6,10,0,1412,966,-0.008814,0.188898,0.818927,0.0291,1.27,,,
1159,16,4,12,0,1785,1467,-0.006574,0.186271,0.836512,0.0381,1.68,,,
1160,16,12,4,0,1659,1252,-0.006119,0.169302,0.874483,0.0320,1.48,0.9500,20,0.8000
1161,16,5,11,0,1455,1101,-0.001942,0.168113,0.851666,0.0482,1.29,,,
1162,16,9,7,0,1429,1163,0.004114,0.138389,0.844724,0.0292,1.32,,,
1163,16,5,11,0,1451,1109,-0.006725,0.185371,0.814634,0.0287,1.28,,,
1164,16,12,4,0,1267,901,-0.006055,0.173364,0.826678,0.0398,1.13,,,
1165,16,6,10,0,1848,1385,-0.008764,0.144170,0.856470,0.0553,1.62,,,
1166,16,8,8,0,1574,1007,-0.007023,0.146241,0.802614,0.0427,1.47,,,
1167,16,9,7,0,1599,1213,-0.006858,0.181809,0.861070,0.0347,1.42,,,
1168,16,7,9,0,1642,1125,-0.023225,0.151550,0.824601,0.0353,1.45,,,
1169,16,8,8,0,1630,1325,-0.011368,0.144776,0.854739,0.0498,1.52,,,
1170,16,9,7,0,1348,939,-0.005373,0.134049,0.845830,0.0343,1.19,1.0000,20,0.4000
1171,16,10,6,0,1469,925,-0.001536,0.195416,0.831445,0.0425,1.28,,,
1172,16,5,11,0,1474,1115,0.005355,0.206682,0.837622,0.0265,1.25,,,
1173,16,9,7,0,1535,1013,-0.003576,0.153161,0.860359,0.0504,1.34,,,
1174,16,10,6,0,1396,1068,0.010560,0.171862,0.897955,0.0386,1.29,,,
1175,16,9,7,0,1320,1012,-0.005984,0.203292,0.837996,0.0241,1.19,,,
1176,16,4,12,0,1368,891,-0.004342,0.175047,0.890654,0.0593,1.18,,,
1177,16,9,7,0,1750,1390,-0.003111,0.131201,0.843579,0.0441,1.56,,,
1178,16,10,6,0,1593,1175,-0.012531,0.134452,0.814640,0.0518,1.45,,,
1179,16,11,5,0,1403,948,-0.005351,0.197409,0.842586,0.0398,1.24,,,
1180,16,5,11,0,1539,1009,-0.007490,0.177294,0.813127,0.0334,1.29,0.9000,20,0.7000
1181,16,4,12,0,1467,962,-0.006461,0.152387,0.828563,0.0243,1.45,,,
1182,16,12,4,0,1332,888,-0.006239,0.175696,0.827632,0.0222,1.09,,,
1183,16,9,7,0,1565,1123,-0.000073,0.154765,0.836617,0.0517,1.36,,,
1184,16,6,10,0,1042,652,0.005481,0.206273,0.817850,0.0224,0.87,,,
1185,16,11,5,0,1167,768,-0.003723,0.273119,0.789790,0.0122,0.98,,,
1186,16,10,6,0,1154,839,-0.010215,0.181153,0.803619,0.0346,1.05,,,
1187,16,6,10,0,1413,1020,-0.005329,0.198376,0.808180,0.0523,1.22,,,
1188,16,6,10,0,1465,1092,-0.010416,0.152899,0.844074,0.0531,1.33,,,
1189,16,6,10,0,1479,1109,-0.005876,0.158117,0.855331,0.0352,1.43,,,
1190,16,9,7,0,1489,1144,-0.008559,0.183841,0.844553,0.0324,1.32,1.0000,20,0.7000
1191,16,11,5,0,1523,1040,0.000150,0.151570,0.807232,0.0302,1.36,,,
1192,16,7,9,0,1464,969,-0.002589,0.170584,0.805927,0.0200,1.28,,,
1193,16,10,6,0,1070,888,-0.010551,0.178399,0.858559,0.0369,0.98,,,
1194,16,6,10,0,1405,997,-0.004619,0.208386,0.814381,0.0322,1.24,,,
1195,16,12,4,0,1311,993,-0.006134,0.207559,0.854931,0.0250,1.23,,,
1196,16,9,7,0,1462,1140,-0.013821,0.159153,0.860138,0.0314,1.38,,,
1197,16,8,8,0,1368,874,-0.001187,0.137733,0.796565,0.0297,1.18,,,
1198,16,7,9,0,1328,908,-0.003186,0.203724,0.857143,0.0234,1.17,,,
1199,16,7,9,0,1536,1362,-0.015339,0.199608,0.817292,0.0310,1.47,,,
1200,16,10,6,0,1282,930,-0.005294,0.197890,0.802146,0.0422,1.23,0.9500,20,0.8000
1201,16,8,8,0,1356,1086,-0.009479,0.196792,0.802660,0.0317,1.23,,,
1202,16,9,7,0,1351,991,-0.004013,0.174522,0.845128,0.0232,1.25,,,
1203,16,10,6,0,1597,1258,-0.008113,0.166826,0.862038,0.0399,1.51,,,
1204,16,7,9,0,1326,983,-0.004681,0.169690,0.830872,0.0325,1.21,,,
1205,16,12,4,0,1753,1363,0.000118,0.149648,0.830643,0.0526,1.63,,,
1206,16,11,5,0,1703,1233,-0.006924,0.154474,0.776535,0.0470,1.47,,,
1207,16,11,5,0,1644,1215,-0.010113,0.120797,0.777136,0.0306,1.51,,,
1208,16,9,7,0,1519,1062,-0.020068,0.144619,0.787885,0.0303,1.33,,,
1209,16,9,7,0,1795,1330,0.011388,0.099729,0.862720,0.0439,1.71,,,
1210,16,7,9,0,1542,1011,-0.006208,0.208971,0.792550,0.0266,1.33,1.0000,20,0.9000
1211,16,11,5,0,1584,1210,-0.006486,0.137253,0.835402,0.0373,1.43,,,
1212,16,8,8,0,1488,1074,-0.013687,0.115968,0.829043,0.0389,1.41,,,
1213,16,8,8,0,1487,890,-0.009350,0.153296,0.807776,0.0252,1.24,,,
1214,16,5,11,0,1578,1144,-0.009665,0.158509,0.812051,0.0299,1.44,,,
1215,16,4,12,0,1352,856,-0.006356,0.153382,0.862262,0.0293,1.20,,,
1216,16,7,9,0,1525,1050,0.000444,0.151794,0.821548,0.0452,1.44,,,
1217,16,8,8,0,1721,1154,-0.006889,0.177466,0.825667,0.0213,1.50,,,
1218,16,7,9,0,1246,901,-0.003980,0.153759,0.804959,0.0320,1.13,,,
1219,16,10,6,0,1639,1178,-0.003864,0.166389,0.798970,0.0354,1.41,,,
1220,16,6,10,0,1678,1183,-0.004719,0.200987,0.830371,0.0355,1.57,0.9500,20,0.6500
1221,16,5,11,0,1675,1334,0.003172,0.125073,0.820984,0.0385,1.55,,,
1222,16,11,5,0,1740,1386,-0.002774,0.127913,0.805110,0.0412,1.57,,,
1223,16,5,11,0,1561,1065,-0.013334,0.170232,0.822652,0.0381,1.46,,,
1224,16,6,10,0,1364,829,-0.000978,0.161909,0.771102,0.0321,1.16,,,
1225,16,8,8,0,1599,1076,-0.010283,0.120405,0.866877,0.0379,1.45,,,
1226,16,9,7,0,1753,1147,-0.003309,0.167199,0.840198,0.0418,1.48,,,
1227,16,8,8,0,1528,1215,-0.009378,0.208425,0.769828,0.0320,1.44,,,
1228,16,8,8,0,1430,1103,0.010469,0.178740,0.798646,0.0249,1.28,,,
1229,16,8,8,0,1573,1161,-0.007089,0.081063,0.809942,0.0376,1.42,,,
1230,16,10,6,0,1733,1509,-0.006586,0.134253,0.830798,0.0443,1.73,1.0000,20,0.7000
1231,16,12,4,0,1406,904,-0.006853,0.142948,0.826277,0.0692,1.26,,,
1232,16,6,10,0,1514,1132,0.000190,0.222795,0.842120,0.0397,1.35,,,
1233,16,10,6,0,1472,1223,-0.006142,0.175466,0.857339,0.0327,1.33,,,
1234,16,11,5,0,1505,1215,-0.005655,0.171751,0.806711,0.0397,1.40,,,
