iter,games,wins,losses,draws,decisions,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,time_s,eval_win_rate,eval_games
91,16,1,15,0,1774,1202,-0.000838,0.109967,0.783616,0.0124,0.000004,6.14,,
92,16,10,6,0,1648,1257,-0.002271,0.089876,0.826916,0.0279,0.000004,5.95,,
93,16,10,6,0,1941,1076,-0.001536,0.121930,0.787121,0.0075,0.000004,6.89,,
94,16,8,8,0,1909,1303,0.029214,0.094738,0.800301,0.0156,0.000005,6.54,,
95,16,7,9,0,1883,1349,0.003945,0.116851,0.794325,0.0182,0.000003,6.57,,
96,16,10,6,0,1961,1437,-0.005349,0.103819,0.817561,0.0228,0.000003,6.73,,
97,16,10,6,0,1734,1203,-0.004095,0.073856,0.708402,0.0132,0.000001,5.98,,
98,16,10,6,0,2129,1320,-0.007594,0.094205,0.763594,0.0273,0.000001,7.44,,
99,16,8,8,0,2002,1530,-0.002629,0.093268,0.734832,0.0063,0.000000,7.37,,
100,16,6,10,0,2114,1464,-0.004352,0.086629,0.782358,0.0300,0.000001,7.38,1.0000,20
