iter,games,wins,losses,draws,samples,pi_loss,v_loss,entropy,clip_frac,archetype_loss,eval_win_rate,eval_games
190,2,2,0,0,,,,,,,1.0000,20
191,2,1,1,0,,,,,,,,
192,2,1,1,0,325,0.009382,0.110475,0.624368,0.0048,0.000000,,
193,2,2,0,0,,,,,,,,
194,2,2,0,0,,,,,,,,
195,2,1,1,0,292,-0.059034,0.084387,0.587466,0.0000,0.000000,,
196,2,1,1,0,,,,,,,,
197,2,1,1,0,,,,,,,,
198,2,0,2,0,369,-0.015093,0.221211,0.666402,0.0044,0.000000,,
199,2,0,2,0,,,,,,,,
200,2,1,1,0,,,,,,,0.9500,20
201,2,0,2,0,349,0.009083,0.122661,0.586362,0.0000,0.000000,,
202,2,2,0,0,,,,,,,,
203,2,1,1,0,,,,,,,,
204,2,1,1,0,305,-0.018435,0.100203,0.669792,0.0026,0.000000,,
205,2,1,1,0,,,,,,,,
206,2,1,1,0,,,,,,,,
207,2,2,0,0,370,-0.020627,0.112145,0.589036,0.0015,0.000000,,
208,2,1,1,0,,,,,,,,
209,2,1,1,0,,,,,,,,
210,2,2,0,0,426,0.002869,0.071259,0.697707,0.0101,0.000000,0.9500,20
211,2,1,1,0,,,,,,,,
212,2,1,1,0,,,,,,,,
213,2,2,0,0,222,-0.001534,0.201772,0.562776,0.0015,0.000000,,
214,2,2,0,0,,,,,,,,
215,2,0,2,0,,,,,,,,
216,2,2,0,0,388,0.018888,0.074249,0.641637,0.0044,0.000000,,
217,2,2,0,0,,,,,,,,
218,2,0,2,0,,,,,,,,
219,2,1,1,0,330,-0.007995,0.069829,0.707768,0.0233,0.000000,,
220,2,1,1,0,,,,,,,1.0000,20
221,2,2,0,0,,,,,,,,
222,2,1,1,0,304,-0.043047,0.082349,0.652204,0.0113,0.000000,,
223,2,0,2,0,,,,,,,,
224,2,1,1,0,,,,,,,,
225,2,2,0,0,294,0.007279,0.157497,0.561817,0.0050,0.000000,,
226,2,1,1,0,,,,,,,,
227,2,2,0,0,,,,,,,,
228,2,1,1,0,334,0.001295,0.140767,0.611168,0.0026,0.000000,,
229,2,2,0,0,,,,,,,,
230,2,2,0,0,,,,,,,0.9500,20
231,2,1,1,0,262,-0.009973,0.057883,0.568156,0.0007,0.000000,,
232,2,1,1,0,,,,,,,,
233,2,0,2,0,,,,,,,,
234,2,0,2,0,332,-0.013569,0.101618,0.677871,0.0000,0.000000,,
235,2,1,1,0,,,,,,,,
236,2,2,0,0,,,,,,,,
237,2,0,2,0,412,0.006603,0.074236,0.605740,0.0011,0.000000,,
238,2,2,0,0,,,,,,,,
239,2,1,1,0,,,,,,,,
240,2,2,0,0,309,0.030932,0.149514,0.626106,0.0020,0.000000,0.9500,20
241,2,2,0,0,,,,,,,,
242,2,2,0,0,,,,,,,,
243,2,2,0,0,414,-0.009132,0.047239,0.610104,0.0000,0.000000,,
244,2,0,2,0,,,,,,,,
245,2,0,2,0,,,,,,,,
246,2,2,0,0,338,0.017992,0.212499,0.593416,0.0000,0.000000,,
247,2,1,1,0,,,,,,,,
248,2,1,1,0,,,,,,,,
249,2,1,1,0,317,0.012593,0.119470,0.585328,0.0000,0.000001,,
250,2,2,0,0,,,,,,,0.9500,20
251,2,1,1,0,,,,,,,,
252,2,1,1,0,298,-0.004357,0.147802,0.523667,0.0053,0.000000,,
253,2,0,2,0,,,,,,,,
254,2,1,1,0,,,,,,,,
255,2,1,1,0,254,-0.001294,0.148752,0.710214,0.0000,0.000000,,
256,2,1,1,0,,,,,,,,
257,2,2,0,0,,,,,,,,
258,2,2,0,0,332,-0.030335,0.076450,0.594120,0.0041,0.000001,,
259,2,1,1,0,,,,,,,,
260,2,1,1,0,,,,,,,1.0000,20
261,2,2,0,0,346,-0.007958,0.127241,0.627089,0.0181,0.000001,,
262,2,1,1,0,,,,,,,,
263,2,1,1,0,,,,,,,,
264,2,1,1,0,245,-0.000822,0.140112,0.594528,0.0000,0.000000,,
265,2,1,1,0,,,,,,,,
266,2,2,0,0,,,,,,,,
267,2,2,0,0,350,0.008742,0.057496,0.614816,0.0018,0.000000,,
268,2,1,1,0,,,,,,,,
269,2,0,2,0,,,,,,,,
270,2,1,1,0,288,-0.054621,0.096238,0.709021,0.0130,0.000000,0.9500,20
271,2,1,1,0,,,,,,,,
272,2,1,1,0,,,,,,,,
273,2,2,0,0,367,-0.013291,0.090454,0.569060,0.0104,0.000000,,
274,2,2,0,0,,,,,,,,
275,2,0,2,0,,,,,,,,
276,2,1,1,0,385,0.009898,0.069209,0.603507,0.0052,0.000000,,
277,2,1,1,0,,,,,,,,
278,2,1,1,0,,,,,,,,
279,2,1,1,0,263,-0.037295,0.117538,0.519436,0.0000,0.000000,,
280,2,2,0,0,,,,,,,1.0000,20
281,2,0,2,0,,,,,,,,
282,2,1,1,0,275,0.092417,0.243289,0.526635,0.0000,0.000000,,
283,2,1,1,0,,,,,,,,
284,2,0,2,0,,,,,,,,
285,2,0,2,0,293,0.040945,0.125364,0.522453,0.0000,0.000000,,
286,2,1,1,0,,,,,,,,
287,2,1,1,0,,,,,,,,
288,2,0,2,0,351,-0.023965,0.065305,0.662935,0.0037,0.000000,,
289,2,2,0,0,,,,,,,,
290,2,1,1,0,,,,,,,0.9500,20
291,2,0,2,0,327,-0.019654,0.113940,0.650954,0.0056,0.000000,,
292,2,2,0,0,,,,,,,,
293,2,1,1,0,,,,,,,,
294,2,0,2,0,368,-0.010492,0.084043,0.684596,0.0000,0.000000,,
295,2,1,1,0,,,,,,,,
296,2,1,1,0,,,,,,,,
297,2,0,2,0,322,0.003698,0.111441,0.564791,0.0025,0.000000,,
298,2,0,2,0,,,,,,,,
299,2,1,1,0,,,,,,,,
300,2,1,1,0,338,0.002025,0.107336,0.587979,0.0027,0.000000,0.9500,20
301,2,1,1,0,,,,,,,,
302,2,2,0,0,,,,,,,,
303,2,1,1,0,349,-0.003577,0.164364,0.622242,0.0000,0.000000,,
304,2,0,2,0,,,,,,,,
305,2,2,0,0,,,,,,,,
306,2,2,0,0,260,-0.135088,0.138943,0.865471,0.0000,0.000000,,
307,2,1,1,0,,,,,,,,
308,2,1,1,0,,,,,,,,
309,2,1,1,0,277,-0.013590,0.125949,0.597104,0.0000,0.000000,,
310,2,1,1,0,,,,,,,0.9500,20
311,2,1,1,0,,,,,,,,
312,2,0,2,0,348,0.000245,0.171848,0.612837,0.0000,0.000000,,
313,2,2,0,0,,,,,,,,
314,2,1,1,0,,,,,,,,
315,2,1,1,0,303,-0.045387,0.137233,0.626369,0.0000,0.000000,,
316,2,1,1,0,,,,,,,,
317,2,0,2,0,,,,,,,,
318,2,0,2,0,427,-0.004153,0.090731,0.640540,0.0029,0.000000,,
319,2,1,1,0,,,,,,,,
320,2,0,2,0,,,,,,,1.0000,20
321,2,2,0,0,390,0.010830,0.084867,0.611037,0.0000,0.000000,,
322,2,1,1,0,,,,,,,,
323,2,1,1,0,,,,,,,,
324,2,1,1,0,236,-0.000949,0.117469,0.567902,0.0000,0.000000,,
325,2,2,0,0,,,,,,,,
326,2,1,1,0,,,,,,,,
327,2,1,1,0,328,-0.036389,0.200466,0.565427,0.0000,0.000000,,
328,2,1,1,0,,,,,,,,
329,2,2,0,0,,,,,,,,
330,2,1,1,0,350,0.017444,0.125025,0.570169,0.0000,0.000000,0.9500,20
331,2,1,1,0,,,,,,,,
332,2,0,2,0,,,,,,,,
333,2,1,1,0,296,-0.029509,0.114881,0.599335,0.0000,0.000000,,
334,2,0,2,0,,,,,,,,
335,2,1,1,0,,,,,,,,
336,2,1,1,0,460,0.001422,0.126674,0.621701,0.0013,0.000001,,
337,2,2,0,0,,,,,,,,
338,2,1,1,0,,,,,,,,
339,2,2,0,0,393,0.009069,0.110522,0.576414,0.0000,0.000000,,
340,2,1,1,0,,,,,,,0.9500,20
341,2,1,1,0,,,,,,,,
342,2,1,1,0,290,-0.003731,0.200628,0.543998,0.0013,0.000000,,
343,2,1,1,0,,,,,,,,
344,2,1,1,0,,,,,,,,
345,2,1,1,0,266,0.065924,0.157137,0.476526,0.0000,0.000001,,
346,2,1,1,0,,,,,,,,
347,2,1,1,0,,,,,,,,
348,2,1,1,0,340,-0.033131,0.142216,0.685295,0.0085,0.000001,,
349,2,1,1,0,,,,,,,,
350,2,1,1,0,,,,,,,0.9500,20
351,2,1,1,0,353,-0.014620,0.129001,0.650433,0.0007,0.000002,,
352,2,2,0,0,,,,,,,,
353,2,0,2,0,,,,,,,,
354,2,1,1,0,280,-0.000966,0.093736,0.577883,0.0007,0.000000,,
355,2,0,2,0,,,,,,,,
356,2,2,0,0,,,,,,,,
357,2,1,1,0,416,-0.007328,0.089603,0.608082,0.0031,0.000000,,
358,2,0,2,0,,,,,,,,
359,2,0,2,0,,,,,,,,
360,2,0,2,0,468,-0.003745,0.099060,0.633857,0.0000,0.000000,0.9000,20
361,2,1,1,0,,,,,,,,
362,2,1,1,0,,,,,,,,
363,2,1,1,0,345,-0.012711,0.154772,0.574065,0.0019,0.000000,,
364,2,0,2,0,,,,,,,,
365,2,1,1,0,,,,,,,,
366,2,1,1,0,455,-0.002676,0.089321,0.605011,0.0000,0.000000,,
367,2,1,1,0,,,,,,,,
368,2,0,2,0,,,,,,,,
369,2,0,2,0,345,0.021277,0.048834,0.600046,0.0000,0.000000,,
370,2,2,0,0,,,,,,,0.9500,20
371,2,1,1,0,,,,,,,,
372,2,0,2,0,442,-0.005921,0.087824,0.628472,0.0009,0.000000,,
373,2,1,1,0,,,,,,,,
374,2,1,1,0,,,,,,,,
375,2,0,2,0,469,-0.003225,0.063593,0.539625,0.0000,0.000000,,
376,2,1,1,0,,,,,,,,
377,2,0,2,0,,,,,,,,
378,2,2,0,0,377,0.000284,0.099046,0.547644,0.0007,0.000000,,
379,2,2,0,0,,,,,,,,
380,2,1,1,0,,,,,,,0.9000,20
381,2,1,1,0,366,-0.016781,0.118105,0.557311,0.0000,0.000000,,
382,2,2,0,0,,,,,,,,
383,2,1,1,0,,,,,,,,
384,2,1,1,0,271,-0.028534,0.120510,0.531349,0.0000,0.000000,,
385,2,2,0,0,,,,,,,,
386,2,1,1,0,,,,,,,,
387,2,1,1,0,301,0.012140,0.121981,0.549059,0.0044,0.000000,,
388,2,1,1,0,,,,,,,,
389,2,2,0,0,,,,,,,,
390,2,0,2,0,296,-0.045574,0.134376,0.537539,0.0020,0.000000,1.0000,20
391,2,2,0,0,,,,,,,,
392,2,1,1,0,,,,,,,,
393,2,2,0,0,442,0.004111,0.062195,0.498428,0.0007,0.000000,,
394,2,1,1,0,,,,,,,,
395,2,2,0,0,,,,,,,,
396,2,0,2,0,399,0.002403,0.083916,0.565868,0.0048,0.000000,,
397,2,0,2,0,,,,,,,,
398,2,1,1,0,,,,,,,,
399,2,1,1,0,334,-0.026416,0.152004,0.569834,0.0000,0.000000,,
400,2,2,0,0,,,,,,,0.9500,20
401,2,1,1,0,,,,,,,,
402,2,1,1,0,334,0.019894,0.071194,0.497952,0.0000,0.000000,,
403,2,0,2,0,,,,,,,,
404,2,1,1,0,,,,,,,,
405,2,0,2,0,371,-0.014840,0.066481,0.601289,0.0014,0.000000,,
406,2,2,0,0,,,,,,,,
407,2,1,1,0,,,,,,,,
408,2,1,1,0,323,-0.033353,0.089552,0.504713,0.0000,0.000000,,
409,2,1,1,0,,,,,,,,
410,2,1,1,0,,,,,,,1.0000,20
411,2,1,1,0,313,0.004239,0.145024,0.526286,0.0036,0.000000,,
412,2,1,1,0,,,,,,,,
413,2,2,0,0,,,,,,,,
414,2,1,1,0,350,0.024047,0.171206,0.513564,0.0037,0.000000,,
415,2,2,0,0,,,,,,,,
416,2,1,1,0,,,,,,,,
417,2,1,1,0,352,-0.000392,0.116637,0.526616,0.0085,0.000000,,
418,2,0,2,0,,,,,,,,
419,2,1,1,0,,,,,,,,
420,2,0,2,0,401,-0.008125,0.097823,0.520769,0.0000,0.000000,0.9000,20
421,2,2,0,0,,,,,,,,
422,2,0,2,0,,,,,,,,
423,2,2,0,0,240,0.000387,0.234340,0.504132,0.0000,0.000000,,
424,2,1,1,0,,,,,,,,
425,2,1,1,0,,,,,,,,
426,2,1,1,0,351,-0.009915,0.116943,0.518099,0.0024,0.000000,,
427,2,2,0,0,,,,,,,,
428,2,1,1,0,,,,,,,,
429,2,0,2,0,381,0.007424,0.078563,0.490545,0.0040,0.000000,,
430,2,1,1,0,,,,,,,0.8500,20
431,2,0,2,0,,,,,,,,
432,2,0,2,0,424,-0.000749,0.057049,0.572254,0.0033,0.000000,,
433,2,1,1,0,,,,,,,,
434,2,1,1,0,,,,,,,,
435,2,1,1,0,284,-0.021133,0.171481,0.522281,0.0000,0.000000,,
436,2,1,1,0,,,,,,,,
437,2,2,0,0,,,,,,,,
438,2,1,1,0,316,0.020392,0.279029,0.559431,0.0013,0.000000,,
439,2,1,1,0,,,,,,,,
440,2,1,1,0,,,,,,,1.0000,20
441,2,0,2,0,293,-0.029384,0.132015,0.547732,0.0007,0.000000,,
442,2,1,1,0,,,,,,,,
443,2,1,1,0,,,,,,,,
444,2,2,0,0,353,-0.037542,0.111749,0.505454,0.0000,0.000000,,
445,2,1,1,0,,,,,,,,
446,2,1,1,0,,,,,,,,
447,2,1,1,0,280,-0.064997,0.127195,0.478500,0.0000,0.000000,,
448,2,0,2,0,,,,,,,,
449,2,1,1,0,,,,,,,,
450,2,2,0,0,357,0.002985,0.120891,0.546236,0.0040,0.000000,0.8500,20
451,2,1,1,0,,,,,,,,
452,2,1,1,0,,,,,,,,
453,2,1,1,0,391,0.000074,0.081882,0.554928,0.0062,0.000000,,
454,2,2,0,0,,,,,,,,
455,2,1,1,0,,,,,,,,
456,2,1,1,0,367,0.002961,0.079981,0.502322,0.0022,0.000000,,
457,2,0,2,0,,,,,,,,
458,2,1,1,0,,,,,,,,
459,2,1,1,0,362,0.000394,0.102705,0.446004,0.0016,0.000000,,
460,2,2,0,0,,,,,,,1.0000,20
461,2,1,1,0,,,,,,,,
462,2,1,1,0,304,0.036758,0.118718,0.481771,0.0000,0.000000,,
463,2,2,0,0,,,,,,,,
464,2,0,2,0,,,,,,,,
465,2,0,2,0,292,-0.054111,0.112814,0.502459,0.0000,0.000000,,
466,2,1,1,0,,,,,,,,
467,2,2,0,0,,,,,,,,
468,2,1,1,0,293,0.014600,0.103866,0.564206,0.0013,0.000000,,
469,2,1,1,0,,,,,,,,
470,2,1,1,0,,,,,,,1.0000,20
471,2,2,0,0,445,-0.000866,0.200628,0.507712,0.0134,0.000000,,
472,2,1,1,0,,,,,,,,
473,2,2,0,0,,,,,,,,
474,2,0,2,0,334,-0.007877,0.059259,0.507853,0.0013,0.000000,,
475,2,1,1,0,,,,,,,,
476,2,0,2,0,,,,,,,,
477,2,0,2,0,344,0.003161,0.189521,0.534775,0.0000,0.000000,,
478,2,1,1,0,,,,,,,,
479,2,2,0,0,,,,,,,,
